ID	Gender	Age	Time	X_position	Y_position	POINT	SubChain	SubChain_Start_end_tag	SubChain_ID	iter	WGS_distance	Time_Consume	Speed	t_p_i	residual	from	to	osmid	e_i	oneway	length	highway	highway_l	SpeedKM	Overspeeding
C0000021	男	33	2020-05-01 14:30:53	113.02013013	28.20178269	SRID=4326;POINT(113.02013012909174 28.20178268954374)	1	0	C0000021.1	2.0	67.43847996357606	10.0	6.743847996357607	5	5.434100813714425	6302474370	6302474346	308219879	26371	1	132.524	['tertiary']	2.0	24.277852786887387	1
C0000021	男	33	2020-05-01 14:31:03	113.02017649	28.20145359	SRID=4326;POINT(113.02017649437222 28.201453593058115)	1	2	C0000021.1	2.0	36.75466422542213	10.0	3.6754664225422125	6	10.306070952535052	6302474370	6302474346	308219879	26371	1	132.524	['tertiary']	2.0	13.231679121151965	0
C0000021	男	33	2020-05-01 14:33:13	113.02647828	28.200694399999996	SRID=4326;POINT(113.02647828379321 28.20069440147703)	3	1	C0000021.3	1.0	0.0	0.0	0.0	0	18.16874453462343	1364284983	1364284986	59124536	5403	1	383.774	['secondary']	3.0	0.0	0
C0000021	男	33	2020-05-01 14:33:23	113.02705911	28.20078924	SRID=4326;POINT(113.02705910740049 28.200789235136963)	3	0	C0000021.3	1.0	57.98580698561281	10.0	5.798580698561281	1	17.902897213005613	1364284983	1364284986	59124536	5403	1	383.774	['secondary']	3.0	20.874890514820613	0
C0000021	男	33	2020-05-01 14:33:43	113.02829155	28.20096659	SRID=4326;POINT(113.02829155028193 28.200966586170892)	3	0	C0000021.3	1.0	51.01057023396193	10.0	5.101057023396192	3	19.571572205238237	1364284983	1364284986	59124536	5403	1	383.774	['secondary']	3.0	18.36380528422629	0
C0000021	男	33	2020-05-01 14:33:53	113.0289088	28.20105284	SRID=4326;POINT(113.02890880464837 28.201052839252068)	3	0	C0000021.3	1.0	61.350015104578105	10.0	6.13500151045781	4	18.42695251658867	1364284983	1364284986	59124536	5403	1	383.774	['secondary']	3.0	22.08600543764812	1
C0000021	男	33	2020-05-01 14:34:03	113.0294835	28.20100628	SRID=4326;POINT(113.0294835042125 28.201006277679078)	3	0	C0000021.3	2.0	56.658756336398405	10.0	5.66587563363984	5	21.357140281852203	3924145613	1958600332	59124536	7691	1	386.602	['secondary']	3.0	20.397152281103423	0
C0000021	男	33	2020-05-01 14:39:31	113.03491974	28.19455714	SRID=4326;POINT(113.03491974065875 28.19455713945219)	6	0	C0000021.6	1.0	35.374423385481784	10.0	3.537442338548177	1	12.959000771396868	3945031693	1958600252	185294778	7649	1	253.80200000000002	['secondary']	3.0	12.734792418773438	0
C0000021	男	33	2020-05-01 14:39:42	113.03490975	28.19457937	SRID=4326;POINT(113.03490974882752 28.194579367917243)	6	0	C0000021.6	1.0	2.6516697479344282	11.0	0.2410608861758571	2	10.320026346541496	3945031693	1958600252	185294778	7649	1	253.80200000000002	['secondary']	3.0	0.8678191902330856	0
C0000021	男	33	2020-05-01 14:39:54	113.03490937	28.19458082	SRID=4326;POINT(113.03490936875762 28.194580817860622)	6	0	C0000021.6	1.0	0.1649673052077023	12.0	0.0137472754339751	3	10.16141274126564	3945031693	1958600252	185294778	7649	1	253.80200000000002	['secondary']	3.0	0.04949019156231036	0
C0000021	男	33	2020-05-01 14:40:04	113.03490886	28.19458217	SRID=4326;POINT(113.03490885866407 28.1945821677829)	6	0	C0000021.6	1.0	0.1577679430601511	10.0	0.0157767943060151	4	10.006303417058009	3945031693	1958600252	185294778	7649	1	253.80200000000002	['secondary']	3.0	0.05679645950165436	0
C0000021	男	33	2020-05-01 14:40:14	113.03490814	28.19458315	SRID=4326;POINT(113.03490813853234 28.194583147670482)	6	0	C0000021.6	1.0	0.1295869734370616	10.0	0.0129586973437061	5	9.876668296404183	3945031693	1958600252	185294778	7649	1	253.80200000000002	['secondary']	3.0	0.04665131043734196	0
C0000021	男	33	2020-05-01 14:40:24	113.03490822	28.19458219	SRID=4326;POINT(113.03490821854733 28.1945821876805)	6	0	C0000021.6	1.0	0.1066792581300726	10.0	0.0106679258130072	6	9.973274760139542	3945031693	1958600252	185294778	7649	1	253.80200000000002	['secondary']	3.0	0.03840453292682592	0
C0000021	男	33	2020-05-01 14:40:34	113.03490826	28.19458222	SRID=4326;POINT(113.03490825855462 28.194582217686992)	6	0	C0000021.6	1.0	0.0051456613292295	10.0	0.0005145661329229	7	9.972309143538167	3945031693	1958600252	185294778	7649	1	253.80200000000002	['secondary']	3.0	0.00185243807852244	0
C0000022	男	33	2020-05-01 20:42:53	113.03501614	28.194812199999998	SRID=4326;POINT(113.03501613816088 28.194812195646538)	1	1	C0000022.1	1.0	0.0	0.0	0.0	0	15.303514988037255	3978705451	3945031824	391296692	16629	1	252.329	['secondary']	3.0	0.0	0
C0000022	男	33	2020-05-01 20:43:34	113.0349338	28.19450182	SRID=4326;POINT(113.03493380324642 28.194501821543284)	1	0	C0000022.1	2.0	8.890815212267139	10.0	0.8890815212267139	4	19.1136579428632	3945031693	1958600252	185294778	7649	1	253.80200000000002	['secondary']	3.0	3.2006934764161703	0
C0000022	男	33	2020-05-01 20:43:44	113.03442992	28.19454889	SRID=4326;POINT(113.03442992185686 28.194548891478348)	1	0	C0000022.1	2.0	49.747536698792686	10.0	4.974753669879268	5	18.722995487300945	3945031693	1958600252	185294778	7649	1	253.80200000000002	['secondary']	3.0	17.909113211565366	0
C0000022	男	33	2020-05-01 20:43:54	113.03384802	28.19455072	SRID=4326;POINT(113.03384801776555 28.19455072011821)	1	0	C0000022.1	2.0	57.13400409261193	10.0	5.713400409261192	6	19.299767921828746	3945031693	1958600252	185294778	7649	1	253.80200000000002	['secondary']	3.0	20.568241473340294	0
C0000022	男	33	2020-05-01 20:44:04	113.03357908	28.194545	SRID=4326;POINT(113.03357908018079 28.19454499833257)	1	2	C0000022.1	2.0	26.41338631110721	10.0	2.6413386311107208	7	18.882223766242213	3945031693	1958600252	185294778	7649	1	253.80200000000002	['secondary']	3.0	9.508819071998595	0
C0000022	男	33	2020-05-01 20:52:50	113.02031901	28.20277492	SRID=4326;POINT(113.02031900960884 28.20277492088622)	3	1	C0000022.3	1.0	0.0	0.0	0.0	0	5.172786651870403	6302474499	3924474911	389288649	14550	1	85.54799999999999	['tertiary']	2.0	0.0	0
C0000022	男	33	2020-05-01 20:53:00	113.02026062	28.20281357	SRID=4326;POINT(113.02026062308938 28.20281356530407)	3	0	C0000022.3	1.0	7.156039790588388	10.0	0.7156039790588389	1	5.699685795969589	6302474499	3924474911	389288649	14550	1	85.54799999999999	['tertiary']	2.0	2.57617432461182	0
C0000022	男	33	2020-05-01 20:53:10	113.02025966	28.20281401	SRID=4326;POINT(113.02025966298243 28.20281400521182)	3	0	C0000022.3	1.0	0.1061169007607571	10.0	0.0106116900760757	2	5.7609107001428805	6302474499	3924474911	389288649	14550	1	85.54799999999999	['tertiary']	2.0	0.03820208427387252	0
C0000022	男	33	2020-05-01 20:53:20	113.02025952	28.20281495	SRID=4326;POINT(113.02025952296641 28.20281494520099)	3	0	C0000022.3	1.0	0.1050762081216574	10.0	0.0105076208121657	3	5.866321712534647	6302474499	3924474911	389288649	14550	1	85.54799999999999	['tertiary']	2.0	0.03782743492379652	0
C0000022	男	33	2020-05-01 20:53:30	113.02026006	28.202816499999997	SRID=4326;POINT(113.02026006302577 28.202816495258258)	3	0	C0000022.3	1.0	0.1797703708660309	10.0	0.017977037086603	4	6.029844928147122	6302474499	3924474911	389288649	14550	1	85.54799999999999	['tertiary']	2.0	0.06471733351177081	0
C0000022	男	33	2020-05-01 20:53:40	113.02026043	28.20281777	SRID=4326;POINT(113.02026043306634 28.20281776529813)	3	0	C0000022.3	1.0	0.1453570114003961	10.0	0.0145357011400396	5	6.165383358493584	6302474499	3924474911	389288649	14550	1	85.54799999999999	['tertiary']	2.0	0.05232852410414256	0
C0000022	男	33	2020-05-01 20:53:50	113.02025965	28.20281781	SRID=4326;POINT(113.02025965297958 28.202817805222224)	3	0	C0000022.3	1.0	0.0767063246470554	10.0	0.0076706324647055	6	6.179535054185773	6302474499	3924474911	389288649	14550	1	85.54799999999999	['tertiary']	2.0	0.0276142768729398	0
C0000022	男	33	2020-05-01 20:54:00	113.02035046	28.20319705	SRID=4326;POINT(113.02035045948725 28.20319705010052)	3	0	C0000022.3	2.0	42.96362022100046	10.0	4.2963620221000465	7	10.127802464217694	3924474911	3135065113	185290903	11669	0	11.126	['residential']	1.0	15.466903279560167	0
C0000028	男	32	2020-05-01 22:38:00	113.01114946	28.19545375	SRID=4326;POINT(113.0111494607808 28.19545374693401)	1	1	C0000028.1	1.0	0.0	0.0	0.0	0	11.211378544986058	5198113886	5198113877	536652327	21610	0	193.37099999999998	['tertiary']	2.0	0.0	0
C0000028	男	32	2020-05-01 22:38:10	113.01114027	28.195448600000002	SRID=4326;POINT(113.01114027020294 28.19544859641202)	1	0	C0000028.1	1.0	1.0483072361349903	10.0	0.10483072361349902	1	11.402899841113395	5198113886	5198113877	536652327	21610	0	193.37099999999998	['tertiary']	2.0	0.37739060500859645	0
C0000028	男	32	2020-05-01 22:38:23	113.01113927	28.19544677	SRID=4326;POINT(113.0111392701407 28.195446766351516)	1	0	C0000028.1	1.0	0.2253221771089968	13.0	0.0173324751622305	2	11.331955950371187	5198113886	5198113877	536652327	21610	0	193.37099999999998	['tertiary']	2.0	0.062396910584029804	0
C0000028	男	32	2020-05-01 22:38:36	113.01115269	28.195431699999997	SRID=4326;POINT(113.01115269099537 28.19543169704748)	1	0	C0000028.1	1.0	2.1272902974962467	13.0	0.1636377151920189	3	9.229821582344028	5198113886	5198113877	536652327	21610	0	193.37099999999998	['tertiary']	2.0	0.5890957746912681	0
C0000028	男	32	2020-05-01 22:38:49	113.01134342	28.19538071	SRID=4326;POINT(113.0113434231682 28.195380707509493)	1	0	C0000028.1	1.0	19.5606208385391	13.0	1.5046631414260847	4	11.793120049936421	5198113886	5198113877	536652327	21610	0	193.37099999999998	['tertiary']	2.0	5.416787309133905	0
C0000028	男	32	2020-05-01 22:39:03	113.01170859999999	28.19533641	SRID=4326;POINT(113.0117085969921 28.195336408175397)	1	0	C0000028.1	1.0	36.18935168441673	14.0	2.584953691744052	5	7.7437567098454725	5198113886	5198113877	536652327	21610	0	193.37099999999998	['tertiary']	2.0	9.305833290278587	0
